User ID,User Age,User Gender,User Income,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities
4020,26,Other,55191,Tokyo,2035-01-02,10,Family Visit,Train,Airbnb,7168,3056,4112,4,Delta,Cultural Exploration
4021,42,Female,133716,Rio de Janeiro,2035-01-03,12,Business,Bus,Resort,1533,650,883,4,Qatar,Sightseeing
4022,30,Male,27977,Cape Town,2035-01-04,5,Family Visit,Car,Hotel,4032,2049,1983,1,Emirates,Cultural Exploration
4023,39,Other,73536,Rio de Janeiro,2035-01-05,5,Family Visit,Plane,Hotel,4384,1391,2993,4,United,Adventure Sports
4024,63,Female,136709,Paris,2035-01-06,13,Leisure,Train,Resort,1658,549,1109,2,Lufthansa,Relaxation
4025,40,Other,124410,Rio de Janeiro,2035-01-07,17,Leisure,Car,Hostel,3983,1352,2631,1,Lufthansa,Adventure Sports
4026,61,Other,81779,Paris,2035-01-08,16,Family Visit,Car,Resort,5566,3087,2479,1,United,Sightseeing
4027,40,Other,56458,New York,2035-01-09,11,Leisure,Bus,Hostel,7279,2979,4300,2,Lufthansa,Cultural Exploration
4028,60,Other,90949,Rio de Janeiro,2035-01-10,19,Family Visit,Plane,Resort,4728,2334,2394,5,Emirates,Relaxation
4029,19,Female,82940,Rio de Janeiro,2035-01-11,18,Business,Bus,Hostel,6959,3995,2964,5,Qatar,Adventure Sports
4030,48,Other,135725,Tokyo,2035-01-12,4,Leisure,Plane,Hotel,791,425,366,3,Emirates,Sightseeing
4031,46,Female,28248,Cape Town,2035-01-13,12,Family Visit,Bus,Hostel,6563,2508,4055,5,Lufthansa,Adventure Sports
4032,42,Other,74707,Rio de Janeiro,2035-01-14,11,Leisure,Plane,Airbnb,5689,1816,3873,3,Qatar,Adventure Sports
4033,33,Female,29703,Tokyo,2035-01-15,13,Family Visit,Plane,Resort,3400,2026,1374,5,Qatar,Relaxation
4034,62,Other,41780,Tokyo,2035-01-16,10,Family Visit,Train,Hostel,537,269,268,3,Delta,Cultural Exploration
4035,41,Male,78977,Rio de Janeiro,2035-01-17,13,Leisure,Bus,Hostel,4631,2086,2545,2,Emirates,Adventure Sports
4036,21,Female,145981,New York,2035-01-18,10,Leisure,Train,Hotel,5208,1777,3431,2,Delta,Cultural Exploration
4037,23,Other,64162,Rio de Janeiro,2035-01-19,20,Business,Train,Hotel,9916,3707,6209,4,United,Cultural Exploration
4038,48,Male,43230,Sydney,2035-01-20,2,Family Visit,Train,Airbnb,8495,2679,5816,1,United,Adventure Sports
4039,69,Male,70996,Paris,2035-01-21,19,Family Visit,Train,Resort,4149,2314,1835,5,Emirates,Cultural Exploration
4040,57,Male,142376,Paris,2035-01-22,10,Business,Train,Airbnb,3528,1882,1646,1,United,Adventure Sports
4041,29,Female,48241,Sydney,2035-01-23,16,Family Visit,Car,Airbnb,2433,1345,1088,5,Qatar,Relaxation
4042,21,Female,104195,Tokyo,2035-01-24,16,Leisure,Car,Airbnb,8415,3162,5253,4,Lufthansa,Adventure Sports
4043,25,Other,147649,Paris,2035-01-25,9,Leisure,Train,Airbnb,3066,1775,1291,5,Delta,Adventure Sports
4044,49,Female,63976,Cape Town,2035-01-26,6,Family Visit,Plane,Airbnb,6001,2784,3217,5,Delta,Sightseeing
4045,55,Other,107396,Sydney,2035-01-27,10,Leisure,Train,Airbnb,3493,1153,2340,5,Qatar,Adventure Sports
4046,28,Other,46452,New York,2035-01-28,5,Family Visit,Plane,Resort,7889,2612,5277,4,Qatar,Sightseeing
4047,25,Female,83675,New York,2035-01-29,19,Family Visit,Bus,Airbnb,3975,1935,2040,5,United,Relaxation
4048,55,Male,78365,New York,2035-01-30,10,Family Visit,Train,Hotel,3292,1037,2255,4,Qatar,Cultural Exploration
4049,68,Female,134359,Sydney,2035-01-31,16,Business,Car,Airbnb,1791,747,1044,2,Emirates,Adventure Sports
4050,69,Male,140477,Paris,2035-02-01,10,Business,Plane,Resort,8588,3930,4658,5,Qatar,Cultural Exploration
4051,55,Female,145340,Cape Town,2035-02-02,6,Business,Plane,Hostel,1066,625,441,5,Qatar,Adventure Sports
4052,54,Other,110666,Rio de Janeiro,2035-02-03,10,Business,Plane,Hostel,1096,446,650,1,Delta,Cultural Exploration
4053,35,Other,30744,Paris,2035-02-04,12,Family Visit,Train,Hotel,7913,2378,5535,4,Qatar,Cultural Exploration
4054,65,Female,110835,New York,2035-02-05,13,Family Visit,Car,Hotel,6462,2300,4162,5,Emirates,Sightseeing
4055,42,Other,48539,Sydney,2035-02-06,4,Family Visit,Train,Airbnb,9081,3484,5597,2,Qatar,Relaxation
4056,50,Male,149793,Tokyo,2035-02-07,6,Family Visit,Train,Resort,6510,3772,2738,4,Lufthansa,Relaxation
4057,50,Other,34289,Tokyo,2035-02-08,6,Leisure,Plane,Resort,1208,475,733,1,Emirates,Adventure Sports
4058,53,Female,124030,Rio de Janeiro,2035-02-09,18,Leisure,Train,Hostel,7537,2935,4602,4,Delta,Adventure Sports
4059,24,Other,127591,New York,2035-02-10,16,Business,Bus,Airbnb,3582,1499,2083,1,Lufthansa,Sightseeing
4060,42,Male,99878,New York,2035-02-11,9,Family Visit,Train,Resort,6672,3479,3193,5,United,Adventure Sports
4061,36,Other,78431,Rio de Janeiro,2035-02-12,10,Family Visit,Bus,Airbnb,3444,1494,1950,2,United,Cultural Exploration
4062,38,Other,46678,Rio de Janeiro,2035-02-13,5,Family Visit,Bus,Hostel,4845,2140,2705,4,Emirates,Sightseeing
4063,59,Female,104190,Rio de Janeiro,2035-02-14,16,Leisure,Plane,Hotel,3465,1200,2265,3,Emirates,Relaxation
4064,38,Female,119387,Tokyo,2035-02-15,20,Leisure,Bus,Airbnb,4487,2410,2077,3,United,Relaxation
4065,65,Male,128795,New York,2035-02-16,3,Leisure,Plane,Hotel,8193,3587,4606,3,Delta,Sightseeing
4066,62,Female,141830,Sydney,2035-02-17,7,Family Visit,Plane,Airbnb,8509,2901,5608,2,United,Sightseeing
4067,28,Female,45803,New York,2035-02-18,14,Business,Train,Hostel,4608,2209,2399,1,Emirates,Relaxation
4068,51,Other,142598,Sydney,2035-02-19,5,Business,Car,Hostel,6996,3974,3022,2,Delta,Sightseeing
4069,60,Other,64571,Tokyo,2035-02-20,17,Business,Car,Resort,5085,2548,2537,3,United,Adventure Sports
4070,56,Female,54324,Paris,2035-02-21,14,Family Visit,Plane,Hostel,1671,745,926,5,Emirates,Relaxation
4071,30,Other,135739,Cape Town,2035-02-22,13,Leisure,Car,Hotel,3551,1800,1751,2,Lufthansa,Relaxation
4072,48,Other,88266,Rio de Janeiro,2035-02-23,9,Family Visit,Bus,Airbnb,6830,3320,3510,3,Emirates,Sightseeing
4073,25,Female,147614,Cape Town,2035-02-24,3,Business,Car,Hotel,9107,3544,5563,1,Emirates,Sightseeing
4074,42,Male,102878,Paris,2035-02-25,3,Family Visit,Bus,Airbnb,7812,4218,3594,5,Delta,Sightseeing
4075,46,Female,80365,Sydney,2035-02-26,20,Family Visit,Plane,Hostel,1626,764,862,4,Delta,Relaxation
4076,20,Male,30529,Cape Town,2035-02-27,5,Family Visit,Car,Hotel,4297,2567,1730,1,Qatar,Relaxation
4077,29,Male,116909,Rio de Janeiro,2035-02-28,2,Leisure,Bus,Airbnb,5337,2072,3265,4,Qatar,Sightseeing
4078,54,Female,110766,Cape Town,2035-03-01,19,Leisure,Plane,Hotel,4950,1579,3371,1,Qatar,Cultural Exploration
4079,62,Female,103149,Sydney,2035-03-02,14,Business,Car,Resort,905,487,418,2,Qatar,Adventure Sports
4080,56,Other,85521,Rio de Janeiro,2035-03-03,10,Business,Car,Airbnb,6448,3446,3002,5,Qatar,Relaxation
4081,24,Other,95141,Sydney,2035-03-04,15,Leisure,Plane,Hotel,7122,3611,3511,1,Emirates,Sightseeing
4082,30,Other,43595,Rio de Janeiro,2035-03-05,7,Family Visit,Plane,Resort,8888,2698,6190,4,Emirates,Cultural Exploration
4083,62,Other,27299,Cape Town,2035-03-06,16,Business,Train,Hotel,2275,1332,943,5,Delta,Sightseeing
4084,31,Male,141557,Cape Town,2035-03-07,1,Family Visit,Car,Airbnb,3955,2239,1716,3,Emirates,Cultural Exploration
4085,22,Female,69319,Rio de Janeiro,2035-03-08,3,Leisure,Plane,Airbnb,9761,5522,4239,1,Lufthansa,Cultural Exploration
4086,30,Male,118344,Cape Town,2035-03-09,3,Leisure,Car,Resort,1675,569,1106,1,Delta,Adventure Sports
4087,29,Other,39895,Cape Town,2035-03-10,3,Family Visit,Car,Resort,5427,3214,2213,4,United,Relaxation
4088,68,Female,84339,Rio de Janeiro,2035-03-11,15,Family Visit,Plane,Airbnb,5301,3161,2140,5,Emirates,Cultural Exploration
4089,45,Male,81240,Paris,2035-03-12,4,Family Visit,Bus,Hotel,3648,1280,2368,4,Qatar,Relaxation
4090,66,Male,100374,Paris,2035-03-13,2,Family Visit,Bus,Hostel,1120,439,681,2,Emirates,Cultural Exploration
4091,28,Male,114575,Sydney,2035-03-14,17,Leisure,Bus,Resort,3925,2182,1743,5,Qatar,Cultural Exploration
4092,22,Other,53733,Cape Town,2035-03-15,9,Family Visit,Bus,Resort,1725,764,961,2,United,Sightseeing
4093,34,Female,45200,Cape Town,2035-03-16,11,Family Visit,Plane,Airbnb,4434,1639,2795,1,Qatar,Adventure Sports
4094,69,Male,111637,Cape Town,2035-03-17,11,Leisure,Plane,Hostel,3646,1388,2258,5,Delta,Relaxation
4095,40,Other,75669,Sydney,2035-03-18,12,Family Visit,Train,Hostel,3408,1108,2300,4,Emirates,Cultural Exploration
4096,31,Female,25647,New York,2035-03-19,5,Family Visit,Bus,Hotel,9000,4795,4205,1,Qatar,Relaxation
4097,24,Female,103667,Cape Town,2035-03-20,3,Business,Plane,Airbnb,6728,3081,3647,4,United,Cultural Exploration
4098,59,Other,83698,Tokyo,2035-03-21,13,Leisure,Train,Hotel,636,291,345,3,Emirates,Sightseeing
4099,49,Other,149574,New York,2035-03-22,13,Business,Car,Resort,3526,1422,2104,2,Qatar,Relaxation
4100,31,Other,30388,Rio de Janeiro,2035-03-23,9,Family Visit,Bus,Hotel,2490,1211,1279,3,Qatar,Sightseeing
4101,65,Male,31732,Cape Town,2035-03-24,11,Business,Bus,Airbnb,4400,1935,2465,3,Emirates,Adventure Sports
4102,28,Male,68564,Rio de Janeiro,2035-03-25,10,Business,Train,Hostel,1390,688,702,3,Lufthansa,Sightseeing
4103,32,Other,135418,Paris,2035-03-26,2,Business,Car,Resort,3833,1335,2498,3,Lufthansa,Relaxation
4104,27,Male,77684,Paris,2035-03-27,1,Leisure,Bus,Hotel,4603,1964,2639,5,United,Adventure Sports
4105,37,Male,105796,Paris,2035-03-28,20,Family Visit,Car,Hostel,7635,2546,5089,5,Emirates,Adventure Sports
4106,23,Male,136129,Rio de Janeiro,2035-03-29,12,Family Visit,Plane,Airbnb,7177,3664,3513,5,Delta,Cultural Exploration
4107,61,Female,99457,New York,2035-03-30,18,Business,Bus,Airbnb,1162,398,764,5,Qatar,Relaxation
4108,69,Male,49938,Paris,2035-03-31,11,Business,Bus,Hotel,4451,2431,2020,5,United,Sightseeing
4109,18,Female,90725,Cape Town,2035-04-01,8,Business,Car,Hotel,5275,1669,3606,3,Emirates,Adventure Sports
4110,61,Female,120966,Paris,2035-04-02,15,Leisure,Car,Hostel,1338,777,561,3,Emirates,Sightseeing
4111,43,Female,32559,Sydney,2035-04-03,4,Leisure,Plane,Airbnb,1687,924,763,2,Emirates,Sightseeing
4112,35,Female,85436,New York,2035-04-04,11,Family Visit,Train,Airbnb,7315,3105,4210,2,Qatar,Relaxation
4113,68,Other,59287,Cape Town,2035-04-05,1,Business,Car,Hostel,5321,2782,2539,1,Delta,Cultural Exploration
4114,53,Other,20702,Rio de Janeiro,2035-04-06,17,Business,Car,Hotel,3071,1323,1748,5,Delta,Sightseeing
4115,42,Other,119623,Sydney,2035-04-07,7,Business,Plane,Resort,7309,3511,3798,1,Lufthansa,Relaxation
4116,67,Other,107744,Rio de Janeiro,2035-04-08,1,Leisure,Plane,Airbnb,4674,2804,1870,3,Emirates,Adventure Sports
4117,42,Female,76451,Sydney,2035-04-09,4,Family Visit,Bus,Airbnb,6771,3745,3026,2,Lufthansa,Adventure Sports
4118,59,Female,43887,New York,2035-04-10,3,Business,Plane,Hostel,8588,4938,3650,4,Qatar,Adventure Sports
4119,43,Female,144031,Sydney,2035-04-11,5,Business,Bus,Hostel,5697,1975,3722,2,Qatar,Sightseeing
4120,36,Male,54078,Sydney,2035-04-12,8,Family Visit,Plane,Hotel,2734,846,1888,1,Emirates,Sightseeing
4121,66,Male,115927,Paris,2035-04-13,9,Leisure,Plane,Hostel,9031,3961,5070,5,Delta,Cultural Exploration
4122,24,Male,147279,Sydney,2035-04-14,2,Business,Bus,Resort,3499,1674,1825,2,Delta,Sightseeing
4123,62,Female,141450,Paris,2035-04-15,2,Family Visit,Train,Airbnb,9729,5085,4644,2,Emirates,Sightseeing
4124,18,Male,107781,Tokyo,2035-04-16,9,Business,Bus,Hotel,9488,4877,4611,4,Qatar,Adventure Sports
4125,31,Male,55085,Tokyo,2035-04-17,19,Leisure,Train,Resort,1452,822,630,5,Lufthansa,Sightseeing
4126,31,Male,126878,Sydney,2035-04-18,11,Leisure,Car,Resort,3596,1157,2439,3,Lufthansa,Cultural Exploration
4127,58,Other,89813,Tokyo,2035-04-19,8,Family Visit,Car,Hotel,3392,1318,2074,5,Delta,Adventure Sports
4128,55,Male,49856,Cape Town,2035-04-20,9,Business,Plane,Airbnb,1785,953,832,4,Lufthansa,Adventure Sports
4129,22,Other,146834,New York,2035-04-21,6,Business,Car,Hostel,2313,1046,1267,2,Lufthansa,Sightseeing
4130,39,Male,116269,Sydney,2035-04-22,7,Business,Plane,Hotel,3017,1639,1378,1,Lufthansa,Sightseeing
4131,57,Female,92479,Paris,2035-04-23,16,Leisure,Bus,Airbnb,2507,866,1641,5,Emirates,Relaxation
4132,55,Other,145528,New York,2035-04-24,4,Family Visit,Car,Hotel,8517,3988,4529,4,Delta,Relaxation
4133,47,Female,34565,Cape Town,2035-04-25,3,Business,Car,Resort,9197,4447,4750,1,Lufthansa,Sightseeing
4134,27,Male,148946,New York,2035-04-26,13,Leisure,Car,Airbnb,3521,1506,2015,1,Delta,Sightseeing
4135,51,Female,78423,New York,2035-04-27,3,Leisure,Bus,Airbnb,2727,1497,1230,1,Lufthansa,Relaxation
4136,23,Other,58702,New York,2035-04-28,14,Business,Train,Hostel,3531,1725,1806,1,Delta,Sightseeing
4137,37,Other,93997,New York,2035-04-29,19,Business,Bus,Hotel,2086,1237,849,3,Qatar,Sightseeing
4138,56,Female,106469,Paris,2035-04-30,3,Business,Plane,Resort,3371,1323,2048,3,Emirates,Relaxation
4139,58,Male,59022,New York,2035-05-01,13,Business,Plane,Resort,8625,4950,3675,5,Qatar,Relaxation
4140,41,Male,87128,New York,2035-05-02,4,Family Visit,Train,Hostel,6380,3556,2824,3,Delta,Cultural Exploration
4141,64,Female,102244,New York,2035-05-03,18,Family Visit,Car,Airbnb,1271,586,685,4,Delta,Cultural Exploration
4142,67,Other,49635,New York,2035-05-04,9,Business,Train,Airbnb,3687,1684,2003,5,Delta,Relaxation
4143,42,Male,51434,Paris,2035-05-05,8,Leisure,Train,Airbnb,789,400,389,5,Emirates,Relaxation
4144,43,Male,77537,Tokyo,2035-05-06,11,Leisure,Bus,Airbnb,6232,2555,3677,4,Delta,Cultural Exploration
4145,40,Male,99540,Cape Town,2035-05-07,2,Business,Train,Hotel,7255,2224,5031,3,Lufthansa,Cultural Exploration
4146,50,Female,93524,Cape Town,2035-05-08,10,Family Visit,Car,Hotel,7415,3067,4348,2,Delta,Relaxation
4147,67,Female,61405,Paris,2035-05-09,4,Business,Plane,Airbnb,4367,2187,2180,1,Lufthansa,Relaxation
4148,52,Female,148271,Rio de Janeiro,2035-05-10,12,Family Visit,Bus,Resort,7624,3802,3822,1,Emirates,Sightseeing
4149,69,Female,112843,Sydney,2035-05-11,1,Family Visit,Train,Hotel,5021,2298,2723,3,Lufthansa,Adventure Sports
4150,35,Male,60494,New York,2035-05-12,1,Business,Train,Airbnb,7573,2926,4647,1,Delta,Relaxation
4151,30,Male,120920,New York,2035-05-13,12,Business,Car,Hotel,9244,4349,4895,1,Delta,Cultural Exploration
4152,18,Male,97412,Tokyo,2035-05-14,5,Family Visit,Car,Hotel,1191,655,536,5,Qatar,Adventure Sports
4153,64,Other,83151,Rio de Janeiro,2035-05-15,6,Family Visit,Plane,Resort,3577,1176,2401,4,Emirates,Cultural Exploration
4154,22,Male,60728,Paris,2035-05-16,2,Leisure,Car,Resort,7162,2753,4409,2,Delta,Adventure Sports
4155,67,Male,65719,Cape Town,2035-05-17,20,Family Visit,Bus,Resort,5875,3115,2760,2,Delta,Sightseeing
4156,18,Other,98241,Rio de Janeiro,2035-05-18,1,Business,Plane,Resort,6769,3149,3620,4,Delta,Sightseeing
4157,25,Other,31143,Paris,2035-05-19,4,Leisure,Train,Airbnb,1388,803,585,1,Lufthansa,Cultural Exploration
4158,22,Male,119812,Cape Town,2035-05-20,10,Business,Car,Resort,8822,3405,5417,4,Emirates,Relaxation
4159,31,Female,126118,Sydney,2035-05-21,1,Family Visit,Bus,Resort,4160,1453,2707,3,Emirates,Adventure Sports
4160,39,Male,141968,Rio de Janeiro,2035-05-22,15,Business,Car,Hostel,9582,4956,4626,1,Delta,Relaxation
4161,34,Male,49497,Paris,2035-05-23,9,Leisure,Train,Hotel,7063,3028,4035,5,Qatar,Cultural Exploration
4162,30,Male,97613,Sydney,2035-05-24,5,Family Visit,Train,Resort,8281,4239,4042,2,Delta,Sightseeing
4163,18,Female,129302,Rio de Janeiro,2035-05-25,1,Leisure,Plane,Airbnb,822,440,382,5,Lufthansa,Adventure Sports
4164,68,Other,104916,Paris,2035-05-26,10,Business,Plane,Airbnb,2070,713,1357,1,United,Relaxation
4165,49,Other,55389,Paris,2035-05-27,1,Family Visit,Bus,Airbnb,7536,3113,4423,1,United,Relaxation
4166,55,Female,58182,Tokyo,2035-05-28,2,Family Visit,Bus,Resort,3629,2081,1548,4,United,Adventure Sports
4167,67,Other,132259,Tokyo,2035-05-29,14,Family Visit,Car,Airbnb,3841,1679,2162,4,Emirates,Cultural Exploration
4168,65,Female,87271,New York,2035-05-30,9,Business,Bus,Hostel,7003,3131,3872,1,Qatar,Relaxation
4169,35,Other,138665,Rio de Janeiro,2035-05-31,13,Family Visit,Train,Hotel,2374,1310,1064,2,Emirates,Sightseeing
4170,32,Other,70153,Paris,2035-06-01,20,Leisure,Plane,Airbnb,8481,2693,5788,5,Emirates,Relaxation
4171,66,Female,144533,Sydney,2035-06-02,13,Business,Bus,Resort,6504,2955,3549,5,United,Adventure Sports
4172,39,Female,26041,Cape Town,2035-06-03,12,Leisure,Bus,Airbnb,7677,2578,5099,4,Emirates,Adventure Sports
4173,30,Male,38223,Sydney,2035-06-04,6,Leisure,Bus,Hostel,8428,2769,5659,1,Lufthansa,Sightseeing
4174,30,Female,97399,Rio de Janeiro,2035-06-05,16,Business,Train,Hostel,3589,1992,1597,2,Qatar,Sightseeing
4175,28,Female,136599,Cape Town,2035-06-06,8,Family Visit,Train,Hostel,4552,1434,3118,1,Delta,Cultural Exploration
4176,46,Female,80141,Paris,2035-06-07,20,Leisure,Bus,Hostel,4854,2044,2810,5,Emirates,Relaxation
4177,49,Other,106398,Cape Town,2035-06-08,1,Leisure,Train,Airbnb,5905,2003,3902,3,Delta,Relaxation
4178,44,Male,103158,Sydney,2035-06-09,2,Business,Train,Hostel,1104,616,488,3,Delta,Adventure Sports
4179,24,Female,112108,Tokyo,2035-06-10,11,Leisure,Plane,Airbnb,3691,1356,2335,4,Emirates,Adventure Sports
4180,39,Other,25784,Paris,2035-06-11,4,Business,Car,Resort,2310,753,1557,4,Emirates,Relaxation
4181,29,Female,49448,Sydney,2035-06-12,3,Business,Plane,Airbnb,2205,1136,1069,5,United,Adventure Sports
4182,66,Female,40506,Paris,2035-06-13,14,Family Visit,Plane,Airbnb,2941,1298,1643,2,United,Sightseeing
4183,22,Female,110352,Paris,2035-06-14,10,Business,Plane,Airbnb,5308,2631,2677,5,Emirates,Cultural Exploration
4184,50,Female,57923,Paris,2035-06-15,7,Business,Plane,Airbnb,4895,2136,2759,3,Qatar,Sightseeing
4185,53,Other,139045,Tokyo,2035-06-16,20,Leisure,Bus,Resort,7546,3132,4414,3,United,Adventure Sports
4186,22,Female,98886,Paris,2035-06-17,10,Leisure,Plane,Hotel,4106,1423,2683,3,Emirates,Adventure Sports
4187,46,Other,149590,Rio de Janeiro,2035-06-18,8,Family Visit,Train,Hostel,4242,1906,2336,1,United,Relaxation
4188,69,Male,46764,Tokyo,2035-06-19,3,Leisure,Plane,Hotel,8415,2962,5453,1,Qatar,Cultural Exploration
4189,42,Other,86192,Rio de Janeiro,2035-06-20,16,Leisure,Car,Resort,4568,1855,2713,4,Lufthansa,Cultural Exploration
4190,61,Other,128394,Rio de Janeiro,2035-06-21,10,Family Visit,Car,Resort,2811,1239,1572,5,Delta,Cultural Exploration
4191,60,Female,83819,Tokyo,2035-06-22,5,Leisure,Car,Airbnb,1010,597,413,2,Emirates,Sightseeing
4192,20,Female,123063,New York,2035-06-23,1,Leisure,Train,Resort,1915,749,1166,3,Lufthansa,Sightseeing
4193,28,Male,74562,Cape Town,2035-06-24,18,Family Visit,Train,Airbnb,2837,1006,1831,5,United,Relaxation
4194,22,Male,88871,Rio de Janeiro,2035-06-25,6,Business,Plane,Airbnb,546,207,339,3,Delta,Cultural Exploration
4195,22,Other,148879,Cape Town,2035-06-26,12,Business,Plane,Hostel,3349,1967,1382,1,United,Relaxation
4196,58,Female,65364,Paris,2035-06-27,1,Leisure,Car,Airbnb,1208,698,510,4,Lufthansa,Relaxation
4197,28,Other,75489,New York,2035-06-28,9,Business,Bus,Hostel,7315,3359,3956,4,Lufthansa,Relaxation
4198,54,Male,124905,Paris,2035-06-29,15,Business,Train,Resort,8807,4452,4355,5,Delta,Cultural Exploration
4199,55,Male,81700,Sydney,2035-06-30,12,Leisure,Bus,Airbnb,1596,836,760,4,Lufthansa,Relaxation
4200,46,Female,98428,Sydney,2035-07-01,9,Business,Bus,Hotel,5606,1851,3755,1,Delta,Adventure Sports
4201,68,Other,24335,New York,2035-07-02,13,Business,Bus,Hostel,5322,1673,3649,3,Lufthansa,Adventure Sports
4202,36,Female,109290,Cape Town,2035-07-03,3,Family Visit,Car,Resort,885,335,550,1,Lufthansa,Sightseeing
4203,41,Other,58978,New York,2035-07-04,16,Business,Car,Airbnb,4684,2501,2183,3,Lufthansa,Cultural Exploration
4204,67,Female,53266,New York,2035-07-05,6,Business,Car,Resort,2457,776,1681,5,Emirates,Sightseeing
4205,39,Male,113856,Sydney,2035-07-06,13,Leisure,Plane,Hostel,2091,840,1251,2,Delta,Cultural Exploration
4206,44,Female,143065,New York,2035-07-07,15,Family Visit,Plane,Hotel,9151,3761,5390,3,Emirates,Cultural Exploration
4207,28,Male,113919,Paris,2035-07-08,3,Business,Plane,Airbnb,4424,1737,2687,5,Lufthansa,Sightseeing
4208,61,Other,116804,Rio de Janeiro,2035-07-09,9,Leisure,Train,Airbnb,618,289,329,5,Delta,Cultural Exploration
4209,36,Female,102160,Paris,2035-07-10,5,Business,Car,Resort,6306,2053,4253,1,Delta,Sightseeing
4210,31,Other,37408,Tokyo,2035-07-11,4,Business,Bus,Hotel,6304,2215,4089,2,Emirates,Cultural Exploration
4211,35,Other,27896,Sydney,2035-07-12,15,Business,Plane,Hotel,2888,1589,1299,5,United,Adventure Sports
4212,23,Male,33443,Paris,2035-07-13,9,Business,Car,Hostel,6830,2770,4060,1,United,Adventure Sports
4213,36,Other,133244,New York,2035-07-14,12,Business,Bus,Hotel,7376,3831,3545,2,United,Cultural Exploration
4214,30,Other,23651,New York,2035-07-15,19,Business,Car,Hotel,8721,5038,3683,5,United,Relaxation
4215,33,Female,126168,Tokyo,2035-07-16,20,Business,Train,Hotel,1439,781,658,2,Qatar,Cultural Exploration
4216,62,Male,51925,New York,2035-07-17,16,Family Visit,Plane,Airbnb,3004,1574,1430,5,Lufthansa,Adventure Sports
4217,55,Female,79116,Cape Town,2035-07-18,5,Family Visit,Plane,Resort,9060,4082,4978,3,Lufthansa,Relaxation
4218,58,Female,100220,Tokyo,2035-07-19,19,Family Visit,Train,Hostel,5074,3033,2041,5,Emirates,Adventure Sports
4219,23,Male,120762,Rio de Janeiro,2035-07-20,3,Business,Plane,Airbnb,8318,3876,4442,3,Lufthansa,Cultural Exploration
4220,21,Male,110241,Rio de Janeiro,2035-07-21,15,Leisure,Car,Resort,9741,5267,4474,3,Emirates,Relaxation
4221,38,Other,127449,Tokyo,2035-07-22,18,Leisure,Car,Hostel,7679,2385,5294,2,Lufthansa,Adventure Sports
4222,51,Female,62974,Rio de Janeiro,2035-07-23,7,Family Visit,Plane,Resort,7931,3588,4343,4,Delta,Adventure Sports
4223,62,Female,90379,Rio de Janeiro,2035-07-24,6,Business,Bus,Hostel,2351,1135,1216,2,Emirates,Relaxation
4224,45,Female,88570,New York,2035-07-25,3,Business,Plane,Hostel,5773,1859,3914,5,Emirates,Relaxation
4225,22,Other,34518,Paris,2035-07-26,13,Family Visit,Train,Hotel,3691,1879,1812,4,Lufthansa,Adventure Sports
4226,50,Female,101233,Sydney,2035-07-27,16,Family Visit,Car,Hostel,2600,1286,1314,2,Qatar,Sightseeing
4227,27,Female,40526,Rio de Janeiro,2035-07-28,7,Family Visit,Bus,Resort,2052,840,1212,5,Delta,Sightseeing
4228,55,Other,41199,Rio de Janeiro,2035-07-29,19,Business,Train,Hostel,8956,4335,4621,1,Lufthansa,Relaxation
4229,53,Female,138727,Rio de Janeiro,2035-07-30,7,Business,Train,Resort,1107,583,524,2,United,Adventure Sports
4230,40,Male,65898,Sydney,2035-07-31,7,Business,Plane,Hostel,9066,3631,5435,5,Qatar,Relaxation
4231,65,Other,125223,Cape Town,2035-08-01,5,Family Visit,Car,Resort,3137,1627,1510,3,Lufthansa,Sightseeing
4232,43,Other,142055,Rio de Janeiro,2035-08-02,7,Leisure,Train,Hotel,9414,3731,5683,1,Emirates,Adventure Sports
4233,53,Male,92720,Sydney,2035-08-03,15,Family Visit,Train,Hotel,9623,3827,5796,5,Delta,Cultural Exploration
4234,41,Male,101449,Paris,2035-08-04,12,Leisure,Car,Resort,8393,4827,3566,2,Qatar,Sightseeing
4235,33,Other,108782,Rio de Janeiro,2035-08-05,19,Family Visit,Plane,Airbnb,6392,3038,3354,2,Qatar,Relaxation
4236,52,Female,139466,Sydney,2035-08-06,13,Leisure,Plane,Hotel,3928,2214,1714,1,Lufthansa,Cultural Exploration
4237,65,Other,117940,Cape Town,2035-08-07,17,Business,Car,Hostel,3184,1504,1680,1,Delta,Adventure Sports
4238,57,Male,142140,Paris,2035-08-08,18,Leisure,Bus,Hotel,5545,1976,3569,3,United,Cultural Exploration
4239,31,Other,78242,Cape Town,2035-08-09,15,Family Visit,Train,Airbnb,4525,1535,2990,1,United,Cultural Exploration
4240,66,Other,27923,Sydney,2035-08-10,17,Family Visit,Train,Hostel,1099,330,769,1,Delta,Sightseeing
4241,69,Other,123230,Cape Town,2035-08-11,2,Family Visit,Bus,Hotel,7569,3362,4207,2,Emirates,Adventure Sports
4242,25,Other,92359,Tokyo,2035-08-12,9,Family Visit,Car,Airbnb,9040,3240,5800,1,Lufthansa,Sightseeing
4243,61,Other,96329,Tokyo,2035-08-13,10,Leisure,Car,Hotel,2685,1149,1536,5,Emirates,Cultural Exploration
