User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
3753,25,Male,118306,UK,Sydney,2034-04-10,10,Family Visit,Train,Airbnb,9448,5483,3965,5,United,Relaxation,India
3754,61,Other,32364,UK,Cape Town,2034-04-11,11,Family Visit,Train,Resort,1719,627,1092,3,Emirates,Cultural Exploration,India
3755,18,Male,63325,Canada,Rio de Janeiro,2034-04-12,10,Business,Train,Airbnb,5095,2481,2614,4,United,Sightseeing,India
3756,26,Male,85256,India,Cape Town,2034-04-13,3,Leisure,Train,Resort,7293,4029,3264,1,Emirates,Cultural Exploration,India
3757,31,Male,100769,UK,Paris,2034-04-14,3,Leisure,Bus,Hostel,5902,3014,2888,3,Emirates,Cultural Exploration,India
3758,39,Male,92928,India,Tokyo,2034-04-15,12,Family Visit,Train,Resort,2293,1044,1249,2,Lufthansa,Cultural Exploration,India
3759,21,Male,105599,USA,Cape Town,2034-04-16,18,Business,Bus,Airbnb,6057,2064,3993,3,Lufthansa,Cultural Exploration,India
3760,41,Male,132797,India,Rio de Janeiro,2034-04-17,16,Leisure,Plane,Airbnb,2661,1046,1615,1,Emirates,Cultural Exploration,India
3761,30,Male,121744,UK,Rio de Janeiro,2034-04-18,4,Family Visit,Train,Hotel,1540,744,796,3,Lufthansa,Sightseeing,India
3762,49,Male,68614,USA,Rio de Janeiro,2034-04-19,5,Leisure,Car,Hotel,3547,1979,1568,3,Qatar,Relaxation,India
3763,67,Female,115191,Australia,Paris,2034-04-20,6,Business,Train,Hotel,8443,4830,3613,5,Lufthansa,Relaxation,India
3764,38,Male,69704,India,Sydney,2034-04-21,17,Business,Car,Hotel,6869,3279,3590,5,Delta,Adventure Sports,India
3765,19,Other,104000,Australia,New York,2034-04-22,20,Family Visit,Train,Hotel,5783,2515,3268,1,Delta,Adventure Sports,India
3766,36,Female,37209,USA,Rio de Janeiro,2034-04-23,9,Family Visit,Plane,Resort,7254,2570,4684,1,Emirates,Sightseeing,India
3767,67,Male,127138,USA,New York,2034-04-24,2,Leisure,Bus,Hotel,8110,3171,4939,2,Emirates,Relaxation,India
3768,54,Other,25709,Canada,Cape Town,2034-04-25,16,Leisure,Plane,Hotel,9365,5091,4274,1,Delta,Sightseeing,India
3769,64,Male,74293,USA,Paris,2034-04-26,18,Family Visit,Plane,Resort,6173,1944,4229,3,Lufthansa,Adventure Sports,India
3770,34,Female,147342,Australia,Cape Town,2034-04-27,3,Leisure,Car,Hostel,1372,646,726,4,Qatar,Sightseeing,India
3771,62,Male,63347,USA,Sydney,2034-04-28,6,Business,Plane,Hotel,4232,1929,2303,4,Delta,Relaxation,India
3772,28,Other,78872,Canada,Tokyo,2034-04-29,18,Leisure,Plane,Resort,3880,1714,2166,5,United,Adventure Sports,India
3773,18,Male,58078,Australia,Sydney,2034-04-30,17,Leisure,Train,Resort,3251,1370,1881,2,Emirates,Sightseeing,India
3774,45,Other,128459,UK,Tokyo,2034-05-01,8,Leisure,Train,Hotel,6311,3329,2982,2,Delta,Sightseeing,India
3775,40,Other,80336,Australia,Rio de Janeiro,2034-05-02,2,Family Visit,Car,Resort,5178,1896,3282,5,Qatar,Sightseeing,India
3776,26,Other,87451,UK,Tokyo,2034-05-03,6,Family Visit,Plane,Resort,655,283,372,2,Emirates,Adventure Sports,India
3777,53,Other,81424,USA,New York,2034-05-04,20,Family Visit,Train,Hostel,7311,4240,3071,5,Delta,Adventure Sports,India
3778,45,Other,127631,Australia,Sydney,2034-05-05,18,Business,Plane,Airbnb,945,484,461,3,Delta,Sightseeing,India
3779,25,Male,58787,Canada,Tokyo,2034-05-06,6,Leisure,Plane,Hotel,8520,5008,3512,1,Delta,Adventure Sports,India
3780,24,Other,123996,India,Rio de Janeiro,2034-05-07,3,Business,Bus,Resort,4740,2624,2116,4,Lufthansa,Adventure Sports,India
3781,51,Male,38952,Australia,New York,2034-05-08,3,Leisure,Train,Hostel,2472,1409,1063,5,Lufthansa,Cultural Exploration,India
3782,29,Female,96642,Canada,Cape Town,2034-05-09,18,Family Visit,Bus,Hostel,9451,3662,5789,5,Delta,Adventure Sports,India
3783,35,Female,82821,USA,Paris,2034-05-10,16,Business,Bus,Airbnb,2836,1394,1442,2,United,Relaxation,India
3784,42,Male,139085,UK,New York,2034-05-11,15,Business,Car,Airbnb,5525,3108,2417,4,Emirates,Relaxation,India
3785,52,Female,42953,USA,Paris,2034-05-12,5,Business,Train,Hostel,2867,1394,1473,4,Lufthansa,Adventure Sports,India
3786,26,Other,48946,Canada,Sydney,2034-05-13,11,Leisure,Plane,Hostel,9950,5262,4688,3,Emirates,Adventure Sports,India
3787,27,Male,22521,India,Paris,2034-05-14,8,Family Visit,Train,Hotel,4352,1550,2802,2,Lufthansa,Adventure Sports,India
3788,58,Other,99124,Canada,Rio de Janeiro,2034-05-15,13,Business,Car,Hostel,1260,573,687,5,Qatar,Cultural Exploration,India
3789,54,Female,59898,USA,Sydney,2034-05-16,20,Business,Car,Hotel,4141,2384,1757,4,Emirates,Sightseeing,India
3790,55,Other,112751,India,Rio de Janeiro,2034-05-17,1,Business,Plane,Hotel,7327,4322,3005,3,United,Adventure Sports,India
3791,63,Male,82868,Australia,New York,2034-05-18,20,Leisure,Plane,Hostel,7762,4437,3325,1,Emirates,Sightseeing,India
3792,35,Other,45645,USA,Tokyo,2034-05-19,10,Leisure,Train,Airbnb,5009,1905,3104,2,Qatar,Adventure Sports,India
3793,33,Other,55119,UK,Paris,2034-05-20,19,Family Visit,Train,Resort,1469,851,618,4,Emirates,Sightseeing,India
3794,64,Male,128813,India,Sydney,2034-05-21,18,Leisure,Train,Resort,5585,1944,3641,2,United,Cultural Exploration,India
3795,23,Female,67895,India,Rio de Janeiro,2034-05-22,15,Family Visit,Car,Hotel,1173,509,664,5,Emirates,Sightseeing,India
3796,24,Other,141186,USA,Paris,2034-05-23,10,Business,Bus,Hotel,3520,1684,1836,5,Emirates,Cultural Exploration,India
3797,37,Other,130141,Canada,New York,2034-05-24,8,Family Visit,Train,Hostel,3988,1485,2503,2,Delta,Sightseeing,India
3798,59,Other,62847,Canada,Cape Town,2034-05-25,1,Leisure,Plane,Resort,3040,1694,1346,2,Lufthansa,Adventure Sports,India
3799,18,Other,144122,Australia,New York,2034-05-26,9,Family Visit,Bus,Airbnb,7641,2655,4986,2,Qatar,Adventure Sports,India
3800,56,Female,30156,UK,New York,2034-05-27,10,Business,Train,Hotel,9591,2895,6696,5,Qatar,Adventure Sports,India
3801,19,Other,115761,UK,Paris,2034-05-28,3,Leisure,Bus,Resort,3739,1687,2052,1,Lufthansa,Sightseeing,India
3802,35,Male,50809,USA,Sydney,2034-05-29,5,Leisure,Train,Hostel,8547,4036,4511,5,Qatar,Cultural Exploration,India
3803,22,Other,127515,UK,Tokyo,2034-05-30,14,Business,Bus,Resort,6193,3072,3121,4,Delta,Sightseeing,India
3804,28,Male,27677,India,Rio de Janeiro,2034-05-31,1,Leisure,Train,Airbnb,5314,2694,2620,3,Delta,Cultural Exploration,India
3805,60,Other,95580,USA,Sydney,2034-06-01,13,Family Visit,Car,Resort,7845,4501,3344,5,Lufthansa,Adventure Sports,India
3806,41,Other,25188,USA,Cape Town,2034-06-02,11,Leisure,Train,Hotel,6250,2312,3938,5,Emirates,Cultural Exploration,India
3807,67,Other,97874,Canada,Cape Town,2034-06-03,2,Leisure,Car,Hostel,6170,1866,4304,5,Delta,Adventure Sports,India
3808,39,Female,82193,India,Cape Town,2034-06-04,16,Leisure,Bus,Hostel,2869,1131,1738,1,United,Relaxation,India
3809,24,Male,88804,Canada,Tokyo,2034-06-05,12,Leisure,Train,Hotel,4167,1449,2718,2,Delta,Relaxation,India
3810,51,Male,142287,Canada,Rio de Janeiro,2034-06-06,4,Leisure,Plane,Resort,5299,3111,2188,5,Emirates,Sightseeing,India
3811,64,Male,129091,India,Rio de Janeiro,2034-06-07,11,Business,Car,Hotel,1392,822,570,2,United,Sightseeing,India
3812,69,Female,93865,USA,New York,2034-06-08,7,Family Visit,Plane,Hotel,4947,2254,2693,2,Delta,Cultural Exploration,India
3813,21,Other,105689,Australia,Cape Town,2034-06-09,7,Leisure,Car,Hotel,3118,986,2132,5,Emirates,Cultural Exploration,India
3814,19,Male,54996,Canada,Cape Town,2034-06-10,1,Family Visit,Bus,Hotel,3279,1133,2146,3,United,Adventure Sports,India
3815,69,Other,121105,Canada,Tokyo,2034-06-11,17,Leisure,Train,Airbnb,7437,2446,4991,1,United,Cultural Exploration,India
3816,38,Other,87692,Australia,Tokyo,2034-06-12,3,Family Visit,Plane,Resort,5357,3079,2278,5,Lufthansa,Relaxation,India
3817,49,Male,39660,Canada,Paris,2034-06-13,2,Business,Car,Resort,2246,1076,1170,4,Lufthansa,Relaxation,India
3818,22,Male,25534,Canada,New York,2034-06-14,6,Leisure,Car,Airbnb,1453,864,589,2,Emirates,Relaxation,India
3819,26,Other,23660,UK,New York,2034-06-15,12,Leisure,Car,Airbnb,3270,1010,2260,2,Lufthansa,Relaxation,India
3820,60,Other,53875,Australia,Cape Town,2034-06-16,3,Leisure,Car,Airbnb,5585,1916,3669,2,Lufthansa,Adventure Sports,India
3821,19,Male,94936,UK,Rio de Janeiro,2034-06-17,16,Business,Bus,Hostel,9619,4179,5440,5,Delta,Relaxation,India
3822,65,Female,126900,USA,Paris,2034-06-18,12,Business,Plane,Hostel,6741,2639,4102,2,Delta,Cultural Exploration,India
3823,23,Other,29467,UK,Paris,2034-06-19,5,Family Visit,Plane,Hotel,1907,793,1114,5,Delta,Adventure Sports,India
3824,21,Male,104382,UK,Cape Town,2034-06-20,13,Business,Car,Resort,9603,4113,5490,3,United,Cultural Exploration,India
3825,35,Female,116153,USA,Sydney,2034-06-21,9,Family Visit,Plane,Hostel,700,380,320,4,Emirates,Sightseeing,India
3826,24,Other,47495,Australia,Cape Town,2034-06-22,17,Family Visit,Car,Hostel,5830,2667,3163,1,Qatar,Adventure Sports,India
3827,36,Other,61589,India,Paris,2034-06-23,16,Business,Bus,Resort,5727,1869,3858,1,Emirates,Cultural Exploration,India
3828,68,Male,99677,India,Cape Town,2034-06-24,11,Business,Train,Airbnb,6804,2927,3877,4,Qatar,Cultural Exploration,India
3829,46,Male,98214,USA,Rio de Janeiro,2034-06-25,19,Business,Plane,Hotel,7611,3277,4334,4,Emirates,Relaxation,India
3830,41,Male,143603,UK,Cape Town,2034-06-26,18,Business,Plane,Hostel,2081,1152,929,3,Lufthansa,Adventure Sports,India
3831,20,Female,83064,Canada,Sydney,2034-06-27,10,Family Visit,Car,Airbnb,7578,4398,3180,4,Delta,Sightseeing,India
3832,54,Female,48833,UK,Sydney,2034-06-28,15,Family Visit,Car,Resort,6758,3286,3472,3,Qatar,Relaxation,India
3833,21,Female,109574,Canada,Cape Town,2034-06-29,15,Business,Plane,Hotel,8640,3933,4707,1,Qatar,Relaxation,India
3834,22,Female,29071,India,Tokyo,2034-06-30,6,Family Visit,Plane,Airbnb,7432,2843,4589,4,United,Adventure Sports,India
3835,32,Other,39559,Canada,Cape Town,2034-07-01,17,Family Visit,Plane,Hostel,7726,3029,4697,5,Lufthansa,Relaxation,India
3836,69,Other,102204,USA,Sydney,2034-07-02,2,Business,Car,Airbnb,6193,2900,3293,4,Emirates,Relaxation,India
3837,58,Female,31694,India,Sydney,2034-07-03,4,Leisure,Bus,Resort,4200,1635,2565,3,Qatar,Cultural Exploration,India
3838,44,Other,55801,UK,New York,2034-07-04,9,Leisure,Train,Hotel,3487,1805,1682,3,Lufthansa,Adventure Sports,India
3839,37,Female,78148,India,Paris,2034-07-05,6,Family Visit,Train,Hotel,5449,2773,2676,5,United,Cultural Exploration,India
3840,22,Female,52234,USA,Rio de Janeiro,2034-07-06,16,Leisure,Bus,Airbnb,7848,3348,4500,5,Emirates,Adventure Sports,India
3841,25,Female,73024,UK,Sydney,2034-07-07,13,Business,Bus,Resort,1570,588,982,3,Qatar,Cultural Exploration,India
3842,69,Female,77295,USA,Tokyo,2034-07-08,16,Leisure,Car,Airbnb,2535,1445,1090,5,Delta,Relaxation,India
3843,28,Other,51504,Australia,Paris,2034-07-09,20,Leisure,Car,Airbnb,9781,4707,5074,5,Delta,Relaxation,India
3844,47,Male,147220,Canada,New York,2034-07-10,12,Leisure,Plane,Resort,7218,4183,3035,3,Qatar,Sightseeing,India
3845,56,Female,29905,Canada,New York,2034-07-11,2,Family Visit,Plane,Airbnb,2232,1161,1071,3,United,Cultural Exploration,India
3846,27,Other,27782,Australia,Cape Town,2034-07-12,15,Leisure,Bus,Hotel,6695,2978,3717,2,Delta,Adventure Sports,India
3847,66,Female,139105,Australia,Tokyo,2034-07-13,16,Business,Plane,Hotel,4007,1504,2503,3,Qatar,Sightseeing,India
3848,32,Male,121687,Australia,Tokyo,2034-07-14,7,Family Visit,Car,Hostel,5372,2255,3117,2,Emirates,Relaxation,India
3849,48,Male,125586,UK,Sydney,2034-07-15,15,Family Visit,Plane,Airbnb,4144,2243,1901,3,United,Sightseeing,India
3850,52,Other,44366,Australia,Tokyo,2034-07-16,20,Family Visit,Plane,Resort,4398,1989,2409,5,Emirates,Relaxation,India
3851,18,Female,38206,India,Cape Town,2034-07-17,16,Family Visit,Bus,Hostel,3834,1794,2040,4,Qatar,Adventure Sports,India
3852,41,Female,42606,USA,New York,2034-07-18,13,Leisure,Train,Hostel,7828,3004,4824,4,Delta,Relaxation,India
3853,59,Other,112468,USA,Paris,2034-07-19,15,Business,Plane,Airbnb,2044,1069,975,3,Qatar,Sightseeing,India
3854,52,Female,106338,India,Sydney,2034-07-20,4,Family Visit,Bus,Hostel,1281,559,722,3,United,Sightseeing,India
3855,34,Other,75721,UK,Sydney,2034-07-21,5,Business,Bus,Airbnb,7518,3241,4277,5,Delta,Cultural Exploration,India
3856,42,Male,82605,India,Paris,2034-07-22,4,Business,Plane,Resort,6203,2359,3844,1,Emirates,Adventure Sports,India
3857,42,Female,101308,India,Sydney,2034-07-23,18,Leisure,Bus,Hotel,7595,4157,3438,4,Lufthansa,Relaxation,India
3858,52,Male,88302,India,Cape Town,2034-07-24,4,Business,Car,Hostel,6863,2883,3980,4,Delta,Sightseeing,India
3859,28,Female,21039,UK,Rio de Janeiro,2034-07-25,5,Leisure,Car,Airbnb,4613,2069,2544,4,Lufthansa,Cultural Exploration,India
3860,33,Male,146453,USA,Cape Town,2034-07-26,4,Leisure,Train,Hotel,1123,513,610,2,Delta,Relaxation,India
3861,60,Male,115439,USA,Paris,2034-07-27,8,Leisure,Plane,Hostel,5667,2401,3266,5,Delta,Adventure Sports,India
3862,43,Male,80837,UK,New York,2034-07-28,7,Business,Train,Resort,6088,2696,3392,1,United,Sightseeing,India
3863,26,Male,134203,USA,Rio de Janeiro,2034-07-29,6,Business,Bus,Hotel,8383,3112,5271,3,Delta,Cultural Exploration,India
3864,42,Male,91993,Australia,Paris,2034-07-30,13,Leisure,Bus,Hotel,7637,3698,3939,2,Delta,Relaxation,India
3865,35,Other,38507,India,Cape Town,2034-07-31,10,Leisure,Bus,Hostel,2266,916,1350,5,Emirates,Cultural Exploration,India
3866,36,Male,46979,UK,Sydney,2034-08-01,7,Family Visit,Train,Hotel,3745,1363,2382,3,Emirates,Relaxation,India
3867,67,Female,21985,USA,Rio de Janeiro,2034-08-02,13,Leisure,Train,Hotel,2552,1261,1291,3,United,Relaxation,India
3868,29,Male,126948,Canada,Sydney,2034-08-03,15,Leisure,Train,Airbnb,1341,594,747,4,Qatar,Adventure Sports,India
3869,57,Other,138459,India,Rio de Janeiro,2034-08-04,5,Business,Car,Airbnb,9267,3172,6095,3,Delta,Sightseeing,India
3870,48,Female,39228,India,New York,2034-08-05,20,Family Visit,Train,Hotel,907,453,454,5,Qatar,Adventure Sports,India
3871,57,Female,89126,India,Paris,2034-08-06,17,Leisure,Train,Airbnb,6417,2949,3468,1,Emirates,Cultural Exploration,India
3872,29,Other,58255,UK,Sydney,2034-08-07,6,Family Visit,Bus,Airbnb,3174,1754,1420,1,United,Relaxation,India
3873,29,Male,145277,Canada,Paris,2034-08-08,16,Family Visit,Car,Hostel,3173,1761,1412,5,Delta,Adventure Sports,India
3874,50,Male,93830,India,Tokyo,2034-08-09,6,Business,Plane,Hotel,3107,1038,2069,1,Emirates,Cultural Exploration,India
3875,25,Other,135032,UK,New York,2034-08-10,1,Family Visit,Plane,Hotel,5106,1960,3146,2,Delta,Sightseeing,India
3876,52,Male,93042,Canada,Cape Town,2034-08-11,19,Family Visit,Train,Airbnb,7221,3219,4002,5,United,Cultural Exploration,India
3877,55,Male,57212,UK,Tokyo,2034-08-12,10,Family Visit,Plane,Hostel,8801,2893,5908,3,Qatar,Cultural Exploration,India
3878,63,Other,137310,USA,Paris,2034-08-13,14,Leisure,Car,Hotel,7355,2639,4716,5,Qatar,Adventure Sports,India
3879,58,Other,91592,USA,Tokyo,2034-08-14,18,Family Visit,Train,Hostel,6820,2237,4583,2,Qatar,Adventure Sports,India
3880,24,Female,40966,Canada,Cape Town,2034-08-15,2,Business,Bus,Hotel,8737,5062,3675,4,Emirates,Cultural Exploration,India
3881,66,Male,124690,India,Paris,2034-08-16,9,Family Visit,Train,Hotel,9184,4259,4925,1,Emirates,Adventure Sports,India
3882,26,Female,108190,Canada,New York,2034-08-17,4,Business,Train,Hostel,6594,2974,3620,1,United,Sightseeing,India
3883,66,Female,29211,USA,Cape Town,2034-08-18,18,Business,Train,Airbnb,3529,2048,1481,3,Lufthansa,Adventure Sports,India
3884,38,Male,107333,Australia,Paris,2034-08-19,19,Leisure,Train,Hostel,6741,3049,3692,2,Delta,Sightseeing,India
3885,18,Male,48316,India,New York,2034-08-20,9,Business,Plane,Resort,7631,4256,3375,1,Lufthansa,Adventure Sports,India
3886,25,Other,139825,UK,Cape Town,2034-08-21,6,Family Visit,Bus,Airbnb,785,259,526,2,Emirates,Sightseeing,India
3887,47,Other,111344,Australia,Paris,2034-08-22,8,Leisure,Bus,Hotel,2644,1493,1151,1,United,Cultural Exploration,India
3888,50,Female,127741,India,Cape Town,2034-08-23,12,Family Visit,Car,Airbnb,7313,2458,4855,3,Emirates,Sightseeing,India
3889,64,Female,102820,UK,Tokyo,2034-08-24,1,Business,Bus,Hotel,1135,544,591,5,Lufthansa,Adventure Sports,India
3890,36,Male,73162,UK,Rio de Janeiro,2034-08-25,5,Leisure,Bus,Resort,3974,2282,1692,1,Emirates,Cultural Exploration,India
3891,33,Other,70341,Canada,New York,2034-08-26,12,Family Visit,Plane,Resort,8712,3807,4905,4,Emirates,Cultural Exploration,India
3892,45,Female,135194,USA,Cape Town,2034-08-27,7,Family Visit,Bus,Hotel,8148,4735,3413,1,Qatar,Cultural Exploration,India
3893,69,Male,149640,USA,Paris,2034-08-28,4,Business,Car,Resort,3337,1144,2193,5,United,Adventure Sports,India
3894,19,Other,20957,India,Paris,2034-08-29,13,Family Visit,Car,Airbnb,7135,2830,4305,4,United,Relaxation,India
3895,68,Female,20735,Australia,New York,2034-08-30,5,Leisure,Train,Airbnb,7392,3397,3995,2,Qatar,Cultural Exploration,India
3896,48,Male,144755,India,Tokyo,2034-08-31,8,Family Visit,Car,Hostel,2249,1322,927,3,Lufthansa,Cultural Exploration,India
3897,25,Male,111142,India,Sydney,2034-09-01,15,Business,Plane,Airbnb,4731,2370,2361,1,United,Adventure Sports,India
3898,45,Other,144552,Australia,New York,2034-09-02,10,Leisure,Plane,Airbnb,9215,4482,4733,5,Delta,Cultural Exploration,India
3899,53,Male,89741,India,Tokyo,2034-09-03,17,Business,Plane,Hostel,3982,1596,2386,3,Qatar,Relaxation,India
3900,38,Male,111038,UK,Rio de Janeiro,2034-09-04,16,Family Visit,Plane,Resort,2757,1141,1616,5,United,Sightseeing,India
3901,47,Other,134418,Canada,Paris,2034-09-05,11,Family Visit,Bus,Resort,4968,2128,2840,2,Delta,Sightseeing,India
3902,55,Male,47520,UK,Rio de Janeiro,2034-09-06,11,Leisure,Plane,Hotel,7244,2601,4643,5,Delta,Relaxation,India
3903,46,Female,74103,Canada,Cape Town,2034-09-07,17,Leisure,Bus,Airbnb,6355,3802,2553,3,Emirates,Relaxation,India
3904,56,Other,110307,UK,Rio de Janeiro,2034-09-08,17,Family Visit,Bus,Airbnb,8719,2887,5832,2,United,Relaxation,India
3905,26,Male,132161,Canada,Cape Town,2034-09-09,19,Family Visit,Plane,Hotel,8881,3565,5316,2,Lufthansa,Relaxation,India
3906,64,Other,104552,Canada,New York,2034-09-10,6,Leisure,Car,Resort,9688,4711,4977,3,Emirates,Adventure Sports,India
3907,67,Male,61242,UK,Rio de Janeiro,2034-09-11,17,Family Visit,Plane,Hostel,1306,717,589,4,Emirates,Cultural Exploration,India
3908,57,Male,93041,Canada,New York,2034-09-12,12,Business,Train,Resort,575,234,341,1,Emirates,Adventure Sports,India
3909,21,Other,75147,Canada,Rio de Janeiro,2034-09-13,4,Business,Plane,Resort,9372,4329,5043,2,Emirates,Cultural Exploration,India
3910,69,Male,86040,UK,Rio de Janeiro,2034-09-14,17,Family Visit,Bus,Hostel,8932,2763,6169,4,Emirates,Adventure Sports,India
3911,28,Female,37086,India,Paris,2034-09-15,10,Leisure,Bus,Hostel,7032,3187,3845,2,Delta,Cultural Exploration,India
3912,18,Other,52366,USA,Sydney,2034-09-16,10,Family Visit,Car,Hostel,8465,5013,3452,4,Qatar,Cultural Exploration,India
3913,26,Male,127066,India,New York,2034-09-17,17,Family Visit,Plane,Hotel,4934,2869,2065,1,Qatar,Sightseeing,India
3914,21,Male,132647,UK,Rio de Janeiro,2034-09-18,6,Business,Plane,Hostel,3325,1870,1455,5,Delta,Adventure Sports,India
3915,48,Other,87349,Australia,Sydney,2034-09-19,3,Family Visit,Plane,Resort,9932,5630,4302,2,Emirates,Cultural Exploration,India
3916,68,Other,87769,Canada,Tokyo,2034-09-20,11,Business,Plane,Resort,5070,1820,3250,4,United,Adventure Sports,India
3917,57,Female,145621,India,Sydney,2034-09-21,5,Family Visit,Train,Hostel,3421,1518,1903,4,Delta,Cultural Exploration,India
3918,66,Male,23745,Canada,Cape Town,2034-09-22,11,Leisure,Car,Airbnb,1484,612,872,1,Qatar,Relaxation,India
3919,43,Male,30134,Australia,New York,2034-09-23,11,Family Visit,Train,Resort,7695,3369,4326,2,Qatar,Sightseeing,India
3920,41,Other,59643,India,Tokyo,2034-09-24,6,Business,Train,Airbnb,4037,1619,2418,1,United,Sightseeing,India
3921,46,Other,101666,India,Rio de Janeiro,2034-09-25,7,Leisure,Plane,Hotel,724,362,362,1,Lufthansa,Adventure Sports,India
3922,68,Male,95610,USA,Cape Town,2034-09-26,9,Business,Train,Hostel,1939,842,1097,1,Qatar,Relaxation,India
3923,28,Female,91941,India,Cape Town,2034-09-27,13,Leisure,Bus,Hotel,5184,1746,3438,2,United,Sightseeing,India
3924,22,Female,96481,India,Tokyo,2034-09-28,14,Family Visit,Train,Hostel,9530,4997,4533,4,Delta,Cultural Exploration,India
3925,28,Other,77840,Australia,New York,2034-09-29,16,Family Visit,Car,Airbnb,3241,1640,1601,3,Emirates,Sightseeing,India
3926,53,Other,59500,India,Paris,2034-09-30,5,Leisure,Plane,Airbnb,2461,1266,1195,1,Delta,Adventure Sports,India
3927,29,Male,56658,India,New York,2034-10-01,17,Leisure,Car,Resort,7238,3531,3707,1,Delta,Sightseeing,India
3928,28,Other,82271,Australia,Cape Town,2034-10-02,15,Business,Bus,Resort,6143,2893,3250,2,Emirates,Cultural Exploration,India
3929,57,Female,116367,Canada,Paris,2034-10-03,11,Business,Train,Hotel,4215,1668,2547,1,Delta,Relaxation,India
3930,34,Male,126988,Australia,Tokyo,2034-10-04,17,Family Visit,Train,Hotel,6123,3613,2510,5,Emirates,Sightseeing,India
3931,55,Other,62286,India,Cape Town,2034-10-05,11,Business,Plane,Resort,6374,2775,3599,3,Lufthansa,Sightseeing,India
3932,30,Other,20992,Canada,Rio de Janeiro,2034-10-06,5,Family Visit,Plane,Resort,8819,5229,3590,2,Emirates,Sightseeing,India
3933,65,Female,93369,Canada,Tokyo,2034-10-07,18,Family Visit,Bus,Resort,8482,3292,5190,5,United,Cultural Exploration,India
3934,33,Male,97909,Canada,New York,2034-10-08,9,Family Visit,Plane,Hotel,5928,2516,3412,3,United,Adventure Sports,India
3935,56,Other,87944,USA,Cape Town,2034-10-09,17,Business,Bus,Resort,2003,768,1235,1,Qatar,Sightseeing,India
3936,24,Female,72457,India,Paris,2034-10-10,3,Leisure,Plane,Resort,4313,1560,2753,2,United,Relaxation,India
3937,38,Other,58526,India,Paris,2034-10-11,15,Family Visit,Plane,Airbnb,9550,5303,4247,4,Emirates,Adventure Sports,India
3938,51,Other,74622,Canada,Cape Town,2034-10-12,4,Leisure,Bus,Resort,7619,3627,3992,3,United,Sightseeing,India
3939,59,Male,119266,USA,Cape Town,2034-10-13,1,Family Visit,Bus,Hotel,2846,1042,1804,4,Emirates,Relaxation,India
3940,52,Other,142721,Australia,Cape Town,2034-10-14,18,Family Visit,Car,Hostel,8006,3426,4580,4,Lufthansa,Cultural Exploration,India
3941,40,Male,59487,India,Paris,2034-10-15,2,Family Visit,Car,Hotel,8607,3392,5215,5,Lufthansa,Sightseeing,India
3942,42,Other,39290,Australia,New York,2034-10-16,18,Leisure,Train,Hotel,6384,2088,4296,2,Delta,Sightseeing,India
3943,45,Male,129415,UK,Tokyo,2034-10-17,12,Business,Bus,Hotel,1993,791,1202,2,Delta,Sightseeing,India
3944,28,Male,33914,India,Rio de Janeiro,2034-10-18,1,Leisure,Plane,Resort,1517,895,622,5,Qatar,Adventure Sports,India
3945,45,Other,95887,UK,Paris,2034-10-19,9,Leisure,Bus,Resort,1972,1056,916,5,Lufthansa,Relaxation,India
3946,64,Male,94456,Australia,Rio de Janeiro,2034-10-20,10,Business,Train,Resort,8087,4608,3479,5,Emirates,Sightseeing,India
3947,59,Other,37341,USA,Rio de Janeiro,2034-10-21,10,Leisure,Plane,Resort,2046,1167,879,5,Delta,Adventure Sports,India
3948,55,Female,142778,India,Tokyo,2034-10-22,10,Leisure,Plane,Hostel,3834,2096,1738,4,Qatar,Cultural Exploration,India
3949,23,Female,85402,Canada,Paris,2034-10-23,2,Business,Car,Hotel,8251,4049,4202,5,United,Relaxation,India
3950,49,Other,63738,Australia,Paris,2034-10-24,16,Business,Plane,Hotel,7022,4176,2846,1,United,Adventure Sports,India
3951,53,Other,136501,UK,Sydney,2034-10-25,3,Family Visit,Bus,Resort,8376,4010,4366,3,Emirates,Relaxation,India
3952,60,Male,145456,Australia,Paris,2034-10-26,18,Leisure,Bus,Resort,5032,1953,3079,3,Emirates,Sightseeing,India
3953,24,Other,103900,India,Paris,2034-10-27,1,Leisure,Train,Resort,6923,2499,4424,1,Lufthansa,Sightseeing,India
3954,25,Female,101575,Canada,Paris,2034-10-28,15,Business,Car,Resort,3769,1135,2634,4,Lufthansa,Cultural Exploration,India
3955,41,Female,115317,USA,New York,2034-10-29,14,Family Visit,Car,Hostel,8768,4330,4438,2,Lufthansa,Cultural Exploration,India
3956,59,Other,91164,Australia,Sydney,2034-10-30,14,Family Visit,Train,Hostel,4867,2566,2301,1,Lufthansa,Cultural Exploration,India
3957,28,Female,148794,India,Cape Town,2034-10-31,2,Leisure,Bus,Airbnb,913,486,427,3,Delta,Sightseeing,India
3958,60,Other,66456,India,Tokyo,2034-11-01,2,Leisure,Bus,Resort,711,233,478,3,Delta,Relaxation,India
3959,20,Male,54957,India,Sydney,2034-11-02,1,Leisure,Bus,Resort,8141,3068,5073,1,Qatar,Sightseeing,India
